img	caption	sentence
21828-pauline1.jpg	a black and white photo of a woman in a dress	a black and white photo of a woman in a dress
15942-tramonto.jpg	a statue of a person sitting on a bench	a statue of a person sit on a bench
24266-vase_fl1.jpg	a bouquet of flowers in a vase on a table	a bouquet of flowers in a vase on a table
23495-still2.jpg	a bunch of food sitting on top of a table	a bunch of food sit on top of a table
43667-estuary.jpg	a tree in the middle of a field	a tree in the middle of a field
02933-marsvenu.jpg	a group of people sitting on top of a bed	a group of people sit on top of a bed
40217-thegorz.jpg	a man standing next to a brown horse	a man stand next to a brown horse
29125-portlady.jpg	a woman in a white shirt looking at a cell phone	a woman in a white shirt look at a cell phone
23527-louvre1.jpg	a black and white photo of a group of people	a black and white photo of a group of people
41340-04virgi2.jpg	a statue of a man sitting next to a statue	a statue of a man sit next to a statue
04175-landscap.jpg	a group of animals that are sitting in the dirt	a group of animals that are sit in the dirt
39311-13ceilin.jpg	a man laying on top of a bed holding a baby	a man lay on top of a bed holding a baby
15230-3ossian.jpg	a group of people sitting on top of a couch	a group of people sit on top of a couch
10106-11virgin.jpg	a baby is holding a baby in her hand	a baby is hold a baby in her hand
07909-children.jpg	a woman holding a cat next to a cat	a woman hold a cat next to a cat
09353-peacock.jpg	a group of chickens standing next to each other	a group of chickens stand next to each other
13587-selfport.jpg	a man holding a knife and a knife in his hand	a man hold a knife and a knife in his hand
28401-denying.jpg	a large group of people sitting on a bench	a large group of people sit on a bench
04535-nativity.jpg	a statue of a man standing next to a horse	a statue of a man stand next to a horse
29621-intbavo2.jpg	an old building with people walking around	an old building with people walk around
40771-12icon.jpg	a picture of a man and a woman	a picture of a man and a woman
18933-apotheos.jpg	a large group of people standing next to each other	a large group of people stand next to each other
11581-catheri.jpg	a woman sitting in a chair with a child	a woman sit in a chair with a child
18048-01scene.jpg	a group of people standing next to each other	a group of people stand next to each other
37401-portrait.jpg	a man sitting in a chair with a bag	a man sit in a chair with a bag
32859-parnass.jpg	a group of people sitting on top of a table	a group of people sit on top of a table
03810-068pred2.jpg	a group of people riding on the backs of horses	a group of people rid on the backs of horses
33486-03histos.jpg	a woman standing next to a statue of a horse	a woman stand next to a statue of a horse
19765-wooded_l.jpg	a train that is sitting in the water	a train that is sit in the water
40434-4prede7.jpg	a painting of a woman and a child	a painting of a woman and a child
22604-8barbad3.jpg	a black and white photo of a man and a woman	a black and white photo of a man and a woman
04736-adorshep.jpg	a group of people sitting on top of a couch	a group of people sit on top of a couch
23591-spinning.jpg	a man sitting in a chair in a room	a man sit in a chair in a room
39151-15zianig.jpg	a painting of a bird flying in the air	a painting of a bird flying in the air
07585-53mercy.jpg	a group of people riding on the back of a elephant	a group of people rid on the back of a elephant
10636-pairs2.jpg	a picture of a man and a horse	a picture of a man and a horse
30903-coastal.jpg	a large body of water next to a forest	a large body of water next to a forest
24467-pisa_pr4.jpg	an old photo of people sitting on a bed	an old photo of people sit on a bed
20355-02ingres.jpg	a statue of a man in a dress	a statue of a man in a dress
02507-6elem3.jpg	a close up of a vase on a table	a close up of a vase on a table
01152-adormagi.jpg	a group of people standing next to each other	a group of people stand next to each other
15500-3testfi.jpg	a group of people standing next to a building	a group of people stand next to a building
36649-elisabet.jpg	a group of people sitting in a room	a group of people sit in a room
05641-aft_meal.jpg	a group of people sitting in a room	a group of people sit in a room
16787-2north2.jpg	a group of people that are in a room	a group of people that are in a room
20638-fellahwo.jpg	a woman sitting on a couch next to a man	a woman sit on a couch next to a man
17546-04portra.jpg	a man in a red shirt is holding a glass	a man in a red shirt is hold a glass
00393-2scenes1.jpg	a group of people riding on the back of a horse	a group of people rid on the back of a horse
08303-pitti.jpg	a building with statues and statues on it	a building with statues and statues on it
34628-capricc1.jpg	a group of people standing on top of a lush green field	a group of people stand on top of a lush green field
17771-502goya.jpg	a woman laying on a bed with a blanket	a woman lay on a bed with a blanket
08961-sti_life.jpg	a glass of wine and a plate of food on a table	a glass of wine and a plate of food on a table
14178-073game.jpg	a group of people standing in front of a large tree	a group of people stand in front of a large tree
29808-port_man.jpg	a man in a black jacket and a black jacket	a man in a black jacket and a black jacket
25138-port_man.jpg	a man wearing a black hat and a black hat	a man wear a black hat and a black hat
12313-7poly28.jpg	a group of men standing next to a building	a group of men stand next to a building
23927-mharbour.jpg	a group of people sitting on a beach next to a boat	a group of people sit on a beach next to a boat
03307-predell4.jpg	a group of women standing next to each other	a group of women stand next to each other
15549-2visita.jpg	a group of people standing next to each other	a group of people stand next to each other
39135-03zianig.jpg	a group of people standing next to each other	a group of people stand next to each other
09928-battle.jpg	a group of people standing next to a mountain	a group of people stand next to a mountain
13037-cupid.jpg	a man and a woman laying on a beach	a man and a woman lay on a beach
44340-setter.jpg	a couple of dogs that are playing in the grass	a couple of dogs that are play in the grass
06542-stillife.jpg	a couple of women sitting next to each other	a couple of women sit next to each other
20779-descent.jpg	a group of people riding on the backs of elephants	a group of people rid on the backs of elephants
42128-09casafl.jpg	a painting of a man standing next to a statue	a painting of a man stand next to a statue
15152-adormago.jpg	a group of people standing next to a cow	a group of people stand next to a cow
24483-st_agnes.jpg	a group of people standing around a statue of a horse	a group of people stand around a statue of a horse
07659-carlev04.jpg	a large crowd of people standing in front of a building	a large crowd of people stand in front of a building
23853-3manet12.jpg	a man in a hat is sitting on a boat	a man in a hat is sit on a boat
30324-viewrome.jpg	a view of a city with a city in the background	a view of a city with a city in the background
12158-maest_01.jpg	a group of people standing next to each other	a group of people stand next to each other
37489-boarhunt.jpg	a group of dogs that are laying down	a group of dogs that are lay down
32886-2panel3.jpg	a group of people standing around a giraffe	a group of people stand around a giraffe
44380-watering.jpg	a group of people riding horses on a beach	a group of people rid horses on a beach
08170-pyrrha.jpg	a group of people standing next to each other	a group of people stand next to each other
23492-portgent.jpg	a man in a black jacket and a tie	a man in a black jacket and a tie
39241-01adult1.jpg	a group of people standing next to each other	a group of people stand next to each other
